Target PDB,URL,Cluster ID,Cluster Ranking,HADDOCK score,Cluster size,RMSD from the overall lowest-energy structure,Van der Waals energy,Electrostatic energy,Desolvation energy,Restraints violation energy,Buried Surface Area,Z-Score,HADDOCK Result PDB Filename
MyoHead_0_A102V_N100D,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385795-MyoHead_0_A102V_N100D,2,5,-67.1 +/- 3.4,27,8.3 +/- 0.0,-78.5 +/- 2.0,-181.9 +/- 17.1,14.7 +/- 2.5,330.2 +/- 28.3,1904.0 +/- 40.8,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102V_N100D_cluster5.pdb
MyoHead_0_N100D_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385796-MyoHead_0_N100D_L114M,1,0,-103.7 +/- 1.4,109,0.8 +/- 0.4,-94.3 +/- 6.9,-292.2 +/- 35.6,21.4 +/- 3.4,276.5 +/- 40.0,2185.6 +/- 112.0,-1.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_L114M_cluster0.pdb
MyoHead_0_N100D_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385796-MyoHead_0_N100D_L114M,4,1,-86.4 +/- 4.3,13,5.4 +/- 0.2,-82.2 +/- 2.4,-301.3 +/- 15.0,17.7 +/- 2.0,383.5 +/- 50.5,2097.9 +/- 175.9,-0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_L114M_cluster1.pdb
MyoHead_0_N100D_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385796-MyoHead_0_N100D_L114M,3,2,-83.4 +/- 4.5,13,6.6 +/- 0.1,-95.6 +/- 4.0,-192.5 +/- 57.6,17.5 +/- 5.6,331.7 +/- 49.0,2249.4 +/- 64.4,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_L114M_cluster2.pdb
MyoHead_0_N100D_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385796-MyoHead_0_N100D_L114M,6,3,-67.5 +/- 9.3,5,1.6 +/- 0.2,-74.5 +/- 5.1,-222.3 +/- 36.2,16.2 +/- 5.0,352.7 +/- 63.5,2042.2 +/- 51.0,0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_L114M_cluster3.pdb
MyoHead_0_N100D_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385796-MyoHead_0_N100D_L114M,7,4,-65.7 +/- 11.0,4,4.8 +/- 0.0,-82.4 +/- 5.3,-150.5 +/- 37.0,11.2 +/- 2.5,355.7 +/- 101.5,2228.4 +/- 160.6,0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_L114M_cluster4.pdb
MyoHead_0_N100D_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385796-MyoHead_0_N100D_L114M,2,5,-59.4 +/- 1.6,21,3.4 +/- 0.9,-70.1 +/- 4.0,-185.0 +/- 30.1,17.1 +/- 1.4,306.3 +/- 41.2,1882.9 +/- 60.4,1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_L114M_cluster5.pdb
MyoHead_0_A102V_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385797-MyoHead_0_A102V_L114M,1,0,-98.0 +/- 2.7,81,1.0 +/- 0.6,-99.3 +/- 4.5,-277.9 +/- 22.5,18.7 +/- 5.3,381.7 +/- 72.0,2204.4 +/- 59.1,-1.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102V_L114M_cluster0.pdb
MyoHead_0_A102V_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385797-MyoHead_0_A102V_L114M,3,1,-86.8 +/- 4.2,15,2.8 +/- 0.7,-83.7 +/- 4.2,-260.6 +/- 26.6,15.8 +/- 2.1,332.0 +/- 78.5,2144.9 +/- 52.0,-0.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102V_L114M_cluster1.pdb
MyoHead_0_A102V_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385797-MyoHead_0_A102V_L114M,6,2,-76.2 +/- 8.4,5,5.8 +/- 0.0,-83.7 +/- 4.5,-220.3 +/- 39.3,16.5 +/- 3.1,350.9 +/- 44.3,1982.1 +/- 104.1,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102V_L114M_cluster2.pdb
MyoHead_0_A102V_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385797-MyoHead_0_A102V_L114M,2,3,-68.4 +/- 4.0,53,2.9 +/- 0.1,-78.0 +/- 2.7,-150.0 +/- 32.1,10.1 +/- 2.6,295.1 +/- 38.8,1907.2 +/- 31.2,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102V_L114M_cluster3.pdb
MyoHead_0_A102V_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385797-MyoHead_0_A102V_L114M,4,4,-54.9 +/- 10.8,7,7.9 +/- 0.1,-68.7 +/- 3.2,-233.5 +/- 52.8,16.8 +/- 4.3,436.6 +/- 21.2,1840.0 +/- 47.5,0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102V_L114M_cluster4.pdb
MyoHead_0_A102V_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385797-MyoHead_0_A102V_L114M,5,5,-53.3 +/- 3.9,5,8.1 +/- 0.1,-74.1 +/- 11.9,-157.4 +/- 69.2,12.6 +/- 3.0,397.0 +/- 47.0,1978.0 +/- 42.4,0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102V_L114M_cluster5.pdb
MyoHead_0_L96A_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385798-MyoHead_0_L96A_L114M,1,0,-104.1 +/- 6.4,73,8.4 +/- 0.0,-103.1 +/- 3.0,-249.3 +/- 34.5,20.5 +/- 6.0,284.0 +/- 44.5,2280.9 +/- 110.2,-2.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_L96A_L114M_cluster0.pdb
MyoHead_0_L96A_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385798-MyoHead_0_L96A_L114M,9,1,-92.6 +/- 13.3,4,0.6 +/- 0.4,-88.1 +/- 3.6,-257.6 +/- 54.8,12.4 +/- 1.7,346.0 +/- 56.6,2286.7 +/- 32.6,-1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_L96A_L114M_cluster1.pdb
MyoHead_0_L96A_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385798-MyoHead_0_L96A_L114M,4,2,-82.9 +/- 7.0,13,8.5 +/- 0.0,-81.9 +/- 2.3,-255.3 +/- 51.1,16.5 +/- 4.8,335.9 +/- 53.9,2033.7 +/- 85.5,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_L96A_L114M_cluster2.pdb
MyoHead_0_L96A_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385798-MyoHead_0_L96A_L114M,3,3,-82.2 +/- 6.5,17,7.4 +/- 0.1,-86.2 +/- 4.5,-245.6 +/- 39.1,16.5 +/- 0.7,366.6 +/- 74.5,2071.0 +/- 21.4,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_L96A_L114M_cluster3.pdb
MyoHead_0_L96A_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385798-MyoHead_0_L96A_L114M,2,4,-80.4 +/- 6.9,30,5.8 +/- 0.0,-78.2 +/- 6.8,-250.1 +/- 25.1,10.6 +/- 2.7,372.3 +/- 46.5,2131.4 +/- 112.2,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_L96A_L114M_cluster4.pdb
MyoHead_0_L96A_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385798-MyoHead_0_L96A_L114M,7,5,-74.9 +/- 18.5,5,8.7 +/- 0.1,-87.6 +/- 9.3,-196.8 +/- 41.9,19.0 +/- 2.5,330.7 +/- 27.2,2087.0 +/- 47.7,0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_L96A_L114M_cluster5.pdb
MyoHead_0_N100D_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385799-MyoHead_0_N100D_None,1,0,-96.5 +/- 2.0,96,2.1 +/- 1.2,-93.0 +/- 5.0,-264.9 +/- 20.7,17.3 +/- 4.3,321.1 +/- 53.3,2169.2 +/- 147.4,-2.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_None_cluster0.pdb
MyoHead_0_N100D_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385799-MyoHead_0_N100D_None,5,1,-83.9 +/- 7.0,7,4.1 +/- 0.4,-88.8 +/- 5.7,-236.3 +/- 15.9,19.1 +/- 2.3,331.7 +/- 40.8,2238.0 +/- 70.7,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_None_cluster1.pdb
MyoHead_0_N100D_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385799-MyoHead_0_N100D_None,4,2,-74.8 +/- 1.8,8,4.1 +/- 0.2,-79.7 +/- 4.4,-237.5 +/- 9.5,15.2 +/- 3.1,371.9 +/- 31.8,2045.7 +/- 18.7,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_None_cluster2.pdb
MyoHead_0_N100D_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385799-MyoHead_0_N100D_None,7,3,-67.0 +/- 12.7,5,7.9 +/- 0.1,-74.9 +/- 9.9,-209.9 +/- 76.6,12.2 +/- 2.6,376.2 +/- 92.1,1975.1 +/- 102.0,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_None_cluster3.pdb
MyoHead_0_N100D_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385799-MyoHead_0_N100D_None,6,4,-65.6 +/- 16.2,5,6.6 +/- 0.2,-74.3 +/- 10.4,-222.3 +/- 23.0,17.3 +/- 5.6,358.4 +/- 38.1,2089.0 +/- 121.8,0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_None_cluster4.pdb
MyoHead_0_N100D_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385799-MyoHead_0_N100D_None,8,5,-63.7 +/- 24.5,4,0.7 +/- 0.5,-92.0 +/- 9.9,-160.6 +/- 54.1,20.4 +/- 3.5,400.2 +/- 71.0,2010.8 +/- 155.5,0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_None_cluster5.pdb
MyoHead_0_A102I_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385800-MyoHead_0_A102I_L96A,2,0,-100.6 +/- 4.4,47,0.5 +/- 0.4,-99.5 +/- 9.2,-241.9 +/- 52.0,16.4 +/- 4.9,308.5 +/- 34.8,2250.1 +/- 90.7,-1.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102I_L96A_cluster0.pdb
MyoHead_0_A102I_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385800-MyoHead_0_A102I_L96A,1,1,-84.4 +/- 2.6,91,3.3 +/- 0.0,-87.6 +/- 4.5,-192.0 +/- 6.5,12.7 +/- 3.4,288.5 +/- 25.2,2132.4 +/- 62.1,-0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102I_L96A_cluster1.pdb
MyoHead_0_A102I_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385800-MyoHead_0_A102I_L96A,4,2,-82.2 +/- 7.0,9,0.5 +/- 0.0,-94.5 +/- 8.4,-225.7 +/- 7.8,13.6 +/- 1.3,438.3 +/- 51.8,2131.8 +/- 50.5,-0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102I_L96A_cluster2.pdb
MyoHead_0_A102I_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385800-MyoHead_0_A102I_L96A,6,3,-70.5 +/- 4.2,5,3.5 +/- 0.1,-69.8 +/- 5.9,-240.5 +/- 45.7,13.9 +/- 2.3,334.9 +/- 97.7,2070.7 +/- 133.5,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102I_L96A_cluster3.pdb
MyoHead_0_A102I_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385800-MyoHead_0_A102I_L96A,3,4,-59.6 +/- 3.9,9,3.3 +/- 0.5,-75.2 +/- 8.0,-164.5 +/- 35.6,13.3 +/- 2.6,352.8 +/- 46.4,2057.3 +/- 78.0,0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102I_L96A_cluster4.pdb
MyoHead_0_A102I_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385800-MyoHead_0_A102I_L96A,5,5,-44.8 +/- 6.3,5,6.5 +/- 0.1,-75.5 +/- 7.4,-138.0 +/- 22.9,19.5 +/- 1.3,387.9 +/- 31.4,1790.3 +/- 113.6,1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102I_L96A_cluster5.pdb
MyoHead_0_L114M_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385801-MyoHead_0_L114M_None,1,0,-108.3 +/- 9.5,77,1.2 +/- 0.8,-98.0 +/- 7.3,-294.7 +/- 31.3,20.4 +/- 2.1,282.5 +/- 27.1,2189.0 +/- 67.8,-2.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_L114M_None_cluster0.pdb
MyoHead_0_L114M_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385801-MyoHead_0_L114M_None,3,1,-79.1 +/- 3.7,17,3.3 +/- 0.5,-83.2 +/- 4.8,-204.1 +/- 25.4,10.4 +/- 2.8,344.6 +/- 19.5,2104.4 +/- 72.7,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_L114M_None_cluster1.pdb
MyoHead_0_L114M_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385801-MyoHead_0_L114M_None,7,2,-67.6 +/- 12.5,5,3.6 +/- 0.2,-76.4 +/- 7.5,-154.7 +/- 30.4,16.7 +/- 4.7,229.9 +/- 32.6,2038.9 +/- 63.5,0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_L114M_None_cluster2.pdb
MyoHead_0_L114M_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385801-MyoHead_0_L114M_None,4,3,-65.4 +/- 5.9,7,1.5 +/- 0.2,-89.4 +/- 6.2,-181.4 +/- 50.9,16.9 +/- 1.4,433.2 +/- 45.3,1981.6 +/- 77.2,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_L114M_None_cluster3.pdb
MyoHead_0_L114M_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385801-MyoHead_0_L114M_None,2,4,-63.5 +/- 3.4,46,3.6 +/- 0.1,-79.7 +/- 2.8,-194.5 +/- 17.6,16.4 +/- 2.3,385.6 +/- 21.6,1973.0 +/- 48.8,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_L114M_None_cluster4.pdb
MyoHead_0_L114M_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385801-MyoHead_0_L114M_None,5,5,-52.6 +/- 10.4,6,8.8 +/- 0.3,-79.1 +/- 7.0,-139.2 +/- 25.6,16.2 +/- 4.8,381.9 +/- 55.5,1980.6 +/- 22.1,0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_L114M_None_cluster5.pdb
MyoHead_0_N100D_A102T,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385802-MyoHead_0_N100D_A102T,1,0,-93.8 +/- 6.4,46,0.7 +/- 0.4,-96.0 +/- 1.7,-256.1 +/- 14.0,18.3 +/- 2.2,351.4 +/- 68.5,2088.7 +/- 83.6,-1.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102T_cluster0.pdb
MyoHead_0_N100D_A102T,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385802-MyoHead_0_N100D_A102T,5,1,-92.5 +/- 4.4,15,5.8 +/- 0.0,-93.2 +/- 5.4,-219.5 +/- 30.7,12.9 +/- 3.2,317.5 +/- 41.6,2267.1 +/- 57.4,-1.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102T_cluster1.pdb
MyoHead_0_N100D_A102T,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385802-MyoHead_0_N100D_A102T,7,2,-77.5 +/- 6.7,6,3.1 +/- 0.0,-76.0 +/- 5.3,-300.9 +/- 32.8,24.0 +/- 3.4,346.9 +/- 40.5,1842.1 +/- 66.6,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102T_cluster2.pdb
MyoHead_0_N100D_A102T,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385802-MyoHead_0_N100D_A102T,8,3,-75.2 +/- 11.6,5,7.9 +/- 0.2,-94.8 +/- 6.6,-179.8 +/- 25.2,20.7 +/- 3.9,349.1 +/- 42.9,2181.2 +/- 93.9,-0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102T_cluster3.pdb
MyoHead_0_N100D_A102T,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385802-MyoHead_0_N100D_A102T,9,4,-75.2 +/- 2.1,5,6.2 +/- 0.1,-68.9 +/- 6.3,-332.8 +/- 25.9,20.9 +/- 3.7,393.6 +/- 53.1,1897.0 +/- 32.1,-0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102T_cluster4.pdb
MyoHead_0_N100D_A102T,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385802-MyoHead_0_N100D_A102T,12,5,-74.9 +/- 12.0,4,6.2 +/- 0.3,-80.7 +/- 4.2,-194.3 +/- 41.9,12.0 +/- 3.1,326.1 +/- 35.2,2014.3 +/- 102.9,-0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102T_cluster5.pdb
MyoHead_0_A102R_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385803-MyoHead_0_A102R_L96A,1,0,-103.6 +/- 1.7,144,3.9 +/- 0.1,-91.1 +/- 2.3,-248.6 +/- 18.5,12.4 +/- 2.2,247.7 +/- 66.4,2254.6 +/- 64.5,-1.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102R_L96A_cluster0.pdb
MyoHead_0_A102R_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385803-MyoHead_0_A102R_L96A,5,1,-88.2 +/- 15.9,5,8.8 +/- 0.1,-91.9 +/- 6.5,-206.2 +/- 74.8,15.1 +/- 3.4,298.9 +/- 39.1,2295.5 +/- 74.3,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102R_L96A_cluster1.pdb
MyoHead_0_A102R_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385803-MyoHead_0_A102R_L96A,2,2,-87.9 +/- 5.0,13,5.7 +/- 0.0,-90.8 +/- 4.0,-259.0 +/- 19.5,18.7 +/- 2.1,359.1 +/- 12.7,2085.0 +/- 61.4,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102R_L96A_cluster2.pdb
MyoHead_0_A102R_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385803-MyoHead_0_A102R_L96A,3,3,-76.8 +/- 7.0,7,8.5 +/- 0.0,-83.5 +/- 3.8,-227.0 +/- 27.9,8.9 +/- 4.0,432.5 +/- 35.8,1989.8 +/- 51.0,0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102R_L96A_cluster3.pdb
MyoHead_0_A102R_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385803-MyoHead_0_A102R_L96A,4,4,-63.1 +/- 18.6,6,7.3 +/- 0.3,-77.5 +/- 10.5,-207.2 +/- 37.0,18.3 +/- 2.5,375.8 +/- 35.1,1973.9 +/- 87.0,1.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102R_L96A_cluster4.pdb
MyoHead_0_None_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385804-MyoHead_0_None_None,1,0,-99.0 +/- 5.1,92,8.6 +/- 0.2,-95.7 +/- 3.4,-262.2 +/- 28.5,19.7 +/- 4.7,295.0 +/- 49.8,2240.7 +/- 47.6,-1.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_None_None_cluster0.pdb
MyoHead_0_None_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385804-MyoHead_0_None_None,4,1,-80.6 +/- 3.9,7,8.3 +/- 0.1,-78.9 +/- 6.0,-210.4 +/- 17.3,15.5 +/- 2.2,248.6 +/- 58.4,2098.1 +/- 57.5,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_None_None_cluster1.pdb
MyoHead_0_None_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385804-MyoHead_0_None_None,3,2,-79.7 +/- 4.2,19,8.2 +/- 0.1,-80.5 +/- 1.7,-236.0 +/- 15.1,16.3 +/- 5.3,316.9 +/- 44.2,2092.8 +/- 79.9,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_None_None_cluster2.pdb
MyoHead_0_None_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385804-MyoHead_0_None_None,2,3,-69.2 +/- 11.2,48,8.3 +/- 0.2,-78.3 +/- 4.1,-171.9 +/- 50.5,15.1 +/- 3.5,284.6 +/- 21.5,2015.4 +/- 91.2,0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_None_None_cluster3.pdb
MyoHead_0_None_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385804-MyoHead_0_None_None,5,4,-49.4 +/- 13.6,4,4.4 +/- 0.4,-64.9 +/- 7.6,-162.4 +/- 33.1,7.0 +/- 3.0,410.8 +/- 90.0,1869.8 +/- 97.0,1.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_None_None_cluster4.pdb
MyoHead_0_A102V_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385805-MyoHead_0_A102V_L96A,2,0,-96.4 +/- 7.1,30,1.0 +/- 0.9,-97.7 +/- 8.1,-228.1 +/- 32.2,13.9 +/- 1.7,330.8 +/- 63.4,2219.2 +/- 131.4,-1.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102V_L96A_cluster0.pdb
MyoHead_0_A102V_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385805-MyoHead_0_A102V_L96A,3,1,-91.3 +/- 6.9,17,3.4 +/- 0.1,-79.9 +/- 3.9,-247.6 +/- 10.3,13.6 +/- 2.0,244.2 +/- 84.1,2050.6 +/- 124.3,-1.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102V_L96A_cluster1.pdb
MyoHead_0_A102V_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385805-MyoHead_0_A102V_L96A,1,2,-78.6 +/- 3.7,89,2.6 +/- 0.6,-83.4 +/- 6.9,-195.8 +/- 34.2,13.7 +/- 6.8,303.7 +/- 28.2,2081.8 +/- 89.1,-0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102V_L96A_cluster2.pdb
MyoHead_0_A102V_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385805-MyoHead_0_A102V_L96A,9,3,-69.1 +/- 21.9,4,5.7 +/- 0.1,-76.6 +/- 11.6,-206.0 +/- 61.3,13.6 +/- 7.2,350.4 +/- 49.1,2031.4 +/- 148.5,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102V_L96A_cluster3.pdb
MyoHead_0_A102V_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385805-MyoHead_0_A102V_L96A,6,4,-65.5 +/- 6.5,6,7.9 +/- 0.1,-81.0 +/- 8.6,-178.1 +/- 42.6,16.4 +/- 5.7,347.2 +/- 36.8,1997.4 +/- 92.1,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102V_L96A_cluster4.pdb
MyoHead_0_A102V_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385805-MyoHead_0_A102V_L96A,4,5,-50.3 +/- 8.0,7,7.7 +/- 0.1,-67.4 +/- 7.0,-179.6 +/- 49.4,10.0 +/- 3.2,429.7 +/- 83.6,1878.9 +/- 132.5,0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102V_L96A_cluster5.pdb
