Target PDB,URL,Cluster ID,Cluster Ranking,HADDOCK score,Cluster size,RMSD from the overall lowest-energy structure,Van der Waals energy,Electrostatic energy,Desolvation energy,Restraints violation energy,Buried Surface Area,Z-Score,HADDOCK Result PDB Filename
MyoHead_60_T116G_L107T,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386500-MyoHead_60_T116G_L107T,2,4,-76.1 +/- 2.0,43,3.7 +/- 0.1,-85.7 +/- 0.8,-113.6 +/- 25.4,13.2 +/- 4.0,190.9 +/- 10.6,2031.6 +/- 75.5,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_L107T_cluster4.pdb
MyoHead_60_T116G_L107T,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386500-MyoHead_60_T116G_L107T,6,5,-55.6 +/- 5.0,5,5.0 +/- 0.4,-65.6 +/- 5.4,-92.1 +/- 12.8,6.1 +/- 2.6,223.2 +/- 36.7,1891.2 +/- 40.7,1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_L107T_cluster5.pdb
MyoHead_60_L107T_L113A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386501-MyoHead_60_L107T_L113A,9,0,-106.2 +/- 8.6,8,0.7 +/- 0.4,-86.1 +/- 5.3,-283.1 +/- 32.9,10.3 +/- 6.8,263.0 +/- 24.2,2242.6 +/- 99.2,-1.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L107T_L113A_cluster0.pdb
MyoHead_60_L107T_L113A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386501-MyoHead_60_L107T_L113A,4,1,-102.7 +/- 5.5,16,6.4 +/- 0.1,-93.6 +/- 3.7,-174.2 +/- 27.4,14.2 +/- 2.2,115.6 +/- 29.0,2211.2 +/- 94.7,-1.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L107T_L113A_cluster1.pdb
MyoHead_60_L107T_L113A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386501-MyoHead_60_L107T_L113A,2,2,-98.8 +/- 3.9,20,7.9 +/- 0.4,-87.9 +/- 3.4,-184.1 +/- 6.7,12.5 +/- 2.3,134.1 +/- 23.5,2059.1 +/- 12.0,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L107T_L113A_cluster2.pdb
MyoHead_60_L107T_L113A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386501-MyoHead_60_L107T_L113A,7,3,-90.0 +/- 2.4,9,8.3 +/- 0.5,-79.1 +/- 2.9,-202.1 +/- 22.2,14.3 +/- 3.5,152.0 +/- 35.1,2022.8 +/- 115.6,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L107T_L113A_cluster3.pdb
MyoHead_60_L107T_L113A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386501-MyoHead_60_L107T_L113A,6,4,-87.8 +/- 5.6,9,10.9 +/- 0.1,-72.4 +/- 3.5,-171.4 +/- 29.1,1.7 +/- 1.6,172.8 +/- 29.0,1985.9 +/- 71.7,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L107T_L113A_cluster4.pdb
MyoHead_60_L107T_L113A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386501-MyoHead_60_L107T_L113A,10,5,-84.4 +/- 8.1,6,5.6 +/- 0.1,-74.9 +/- 2.2,-172.6 +/- 50.7,11.0 +/- 5.2,139.8 +/- 14.9,1956.4 +/- 73.2,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L107T_L113A_cluster5.pdb
MyoHead_60_S121E_G99D,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386502-MyoHead_60_S121E_G99D,5,0,-99.4 +/- 12.4,13,9.5 +/- 0.2,-78.8 +/- 5.3,-319.2 +/- 18.5,21.8 +/- 5.3,215.7 +/- 62.1,1923.7 +/- 84.9,-1.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_S121E_G99D_cluster0.pdb
MyoHead_60_S121E_G99D,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386502-MyoHead_60_S121E_G99D,1,1,-94.5 +/- 0.5,52,4.4 +/- 0.1,-74.7 +/- 5.7,-324.2 +/- 21.5,23.7 +/- 2.1,213.9 +/- 58.3,1919.0 +/- 52.9,-1.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_S121E_G99D_cluster1.pdb
MyoHead_60_S121E_G99D,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386502-MyoHead_60_S121E_G99D,6,2,-88.1 +/- 5.7,12,9.6 +/- 0.1,-77.7 +/- 6.9,-262.6 +/- 33.6,17.7 +/- 2.2,244.4 +/- 37.5,2004.7 +/- 99.7,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_S121E_G99D_cluster2.pdb
MyoHead_60_S121E_G99D,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386502-MyoHead_60_S121E_G99D,2,3,-87.2 +/- 3.6,16,5.9 +/- 0.1,-80.3 +/- 2.4,-275.2 +/- 28.4,25.5 +/- 4.7,227.3 +/- 27.1,1933.6 +/- 27.8,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_S121E_G99D_cluster3.pdb
MyoHead_60_S121E_G99D,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386502-MyoHead_60_S121E_G99D,8,4,-80.9 +/- 3.3,7,9.1 +/- 0.3,-74.2 +/- 5.0,-251.5 +/- 41.9,22.0 +/- 1.4,216.1 +/- 31.6,1902.2 +/- 87.6,0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_S121E_G99D_cluster4.pdb
MyoHead_60_S121E_G99D,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386502-MyoHead_60_S121E_G99D,12,5,-79.7 +/- 17.7,4,6.6 +/- 0.2,-68.7 +/- 2.4,-295.9 +/- 56.4,22.4 +/- 3.4,257.9 +/- 54.7,1864.1 +/- 53.1,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_S121E_G99D_cluster5.pdb
MyoHead_60_G99D_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386503-MyoHead_60_G99D_None,1,0,-100.5 +/- 2.0,63,3.0 +/- 0.3,-81.4 +/- 1.8,-270.5 +/- 12.3,18.4 +/- 4.9,165.6 +/- 14.2,1963.4 +/- 21.4,-1.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_G99D_None_cluster0.pdb
MyoHead_60_G99D_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386503-MyoHead_60_G99D_None,4,1,-98.9 +/- 5.4,15,0.4 +/- 0.3,-84.3 +/- 2.8,-238.2 +/- 10.9,18.2 +/- 1.9,147.8 +/- 41.4,2025.0 +/- 68.9,-1.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_G99D_None_cluster1.pdb
MyoHead_60_G99D_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386503-MyoHead_60_G99D_None,3,2,-86.4 +/- 2.9,24,5.4 +/- 0.1,-83.2 +/- 2.4,-196.9 +/- 35.6,6.5 +/- 2.4,295.9 +/- 59.3,1999.1 +/- 66.7,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_G99D_None_cluster2.pdb
MyoHead_60_G99D_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386503-MyoHead_60_G99D_None,7,3,-80.3 +/- 13.6,6,9.2 +/- 0.5,-76.7 +/- 7.3,-203.2 +/- 37.1,19.5 +/- 7.0,174.6 +/- 65.0,2010.0 +/- 173.6,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_G99D_None_cluster3.pdb
MyoHead_60_G99D_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386503-MyoHead_60_G99D_None,8,4,-80.1 +/- 4.2,5,6.9 +/- 0.2,-77.3 +/- 5.2,-149.4 +/- 28.8,8.8 +/- 2.1,183.7 +/- 44.8,2163.8 +/- 107.1,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_G99D_None_cluster4.pdb
MyoHead_60_G99D_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386503-MyoHead_60_G99D_None,2,5,-78.0 +/- 0.8,41,5.2 +/- 0.2,-64.5 +/- 3.0,-215.7 +/- 10.7,13.2 +/- 3.5,164.4 +/- 28.1,1803.5 +/- 43.6,0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_G99D_None_cluster5.pdb
MyoHead_60_T116G_G99E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386504-MyoHead_60_T116G_G99E,2,0,-109.8 +/- 3.6,51,0.9 +/- 0.7,-84.7 +/- 4.7,-327.3 +/- 51.5,22.1 +/- 2.8,181.8 +/- 28.2,2014.3 +/- 19.7,-1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_G99E_cluster0.pdb
MyoHead_60_T116G_G99E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386504-MyoHead_60_T116G_G99E,1,1,-103.8 +/- 1.8,112,2.7 +/- 0.1,-87.6 +/- 3.4,-250.7 +/- 16.4,18.8 +/- 1.7,150.7 +/- 52.4,2101.5 +/- 53.5,-0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_G99E_cluster1.pdb
MyoHead_60_T116G_G99E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386504-MyoHead_60_T116G_G99E,3,2,-82.8 +/- 3.5,13,5.7 +/- 0.6,-77.5 +/- 5.3,-168.1 +/- 13.9,6.4 +/- 1.7,219.1 +/- 19.7,1885.4 +/- 67.7,0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_G99E_cluster2.pdb
MyoHead_60_T116G_G99E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386504-MyoHead_60_T116G_G99E,4,3,-70.1 +/- 7.1,7,5.0 +/- 0.6,-56.7 +/- 6.4,-214.6 +/- 7.8,15.1 +/- 2.0,143.8 +/- 27.2,1535.1 +/- 82.9,1.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_G99E_cluster3.pdb
MyoHead_60_None_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386505-MyoHead_60_None_None,1,0,-84.8 +/- 3.4,56,2.3 +/- 0.1,-73.5 +/- 4.0,-210.9 +/- 38.8,11.2 +/- 4.2,196.8 +/- 47.2,1940.7 +/- 54.2,-1.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_None_None_cluster0.pdb
MyoHead_60_None_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386505-MyoHead_60_None_None,7,1,-82.4 +/- 13.0,6,0.7 +/- 0.5,-74.2 +/- 8.5,-190.9 +/- 47.8,9.3 +/- 2.8,207.1 +/- 48.1,1871.1 +/- 142.9,-1.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_None_None_cluster1.pdb
MyoHead_60_None_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386505-MyoHead_60_None_None,2,2,-80.6 +/- 3.2,52,8.2 +/- 0.7,-74.7 +/- 3.3,-230.7 +/- 3.5,20.3 +/- 3.2,199.1 +/- 59.7,1836.8 +/- 48.8,-1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_None_None_cluster2.pdb
MyoHead_60_None_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386505-MyoHead_60_None_None,12,3,-73.7 +/- 15.4,4,6.6 +/- 0.2,-59.5 +/- 4.9,-262.3 +/- 51.1,14.1 +/- 4.3,241.1 +/- 46.1,1687.9 +/- 71.8,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_None_None_cluster3.pdb
MyoHead_60_None_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386505-MyoHead_60_None_None,3,4,-69.3 +/- 2.6,11,8.1 +/- 0.6,-62.0 +/- 3.0,-171.4 +/- 11.4,9.7 +/- 3.6,172.6 +/- 18.7,1689.9 +/- 54.1,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_None_None_cluster4.pdb
MyoHead_60_None_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386505-MyoHead_60_None_None,4,5,-66.9 +/- 5.4,8,6.1 +/- 0.2,-73.6 +/- 2.3,-185.0 +/- 10.9,21.4 +/- 3.0,223.2 +/- 47.1,1810.5 +/- 53.9,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_None_None_cluster5.pdb
MyoHead_60_T116G_L113A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386507-MyoHead_60_T116G_L113A,2,0,-130.6 +/- 8.3,30,0.3 +/- 0.2,-101.7 +/- 7.2,-253.0 +/- 26.6,8.1 +/- 1.0,135.5 +/- 59.1,2340.1 +/- 57.9,-2.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_L113A_cluster0.pdb
MyoHead_60_T116G_L113A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386507-MyoHead_60_T116G_L113A,1,1,-107.7 +/- 1.6,75,9.3 +/- 0.0,-94.8 +/- 4.1,-213.7 +/- 19.2,20.1 +/- 2.4,98.1 +/- 8.7,2141.0 +/- 67.5,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_L113A_cluster1.pdb
MyoHead_60_T116G_L113A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386507-MyoHead_60_T116G_L113A,7,2,-93.3 +/- 5.5,6,3.6 +/- 0.3,-85.2 +/- 4.5,-219.6 +/- 35.1,17.6 +/- 2.0,181.7 +/- 11.3,1956.2 +/- 57.0,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_L113A_cluster2.pdb
MyoHead_60_T116G_L113A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386507-MyoHead_60_T116G_L113A,4,3,-90.5 +/- 4.8,10,9.6 +/- 0.3,-81.1 +/- 6.7,-203.2 +/- 36.1,18.6 +/- 4.3,126.5 +/- 24.0,2010.1 +/- 54.8,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_L113A_cluster3.pdb
MyoHead_60_T116G_L113A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386507-MyoHead_60_T116G_L113A,3,4,-87.5 +/- 6.2,21,7.8 +/- 0.4,-79.2 +/- 8.6,-184.7 +/- 45.9,12.0 +/- 4.3,167.1 +/- 58.5,1908.7 +/- 84.5,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_L113A_cluster4.pdb
MyoHead_60_T116G_L113A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386507-MyoHead_60_T116G_L113A,8,5,-87.2 +/- 7.5,6,6.4 +/- 0.1,-82.7 +/- 8.1,-143.9 +/- 25.6,5.9 +/- 2.1,183.6 +/- 32.8,2116.1 +/- 117.4,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_L113A_cluster5.pdb
MyoHead_60_G99E_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386508-MyoHead_60_G99E_None,4,0,-101.9 +/- 7.2,16,6.4 +/- 0.1,-80.5 +/- 6.5,-345.7 +/- 35.7,17.0 +/- 4.6,307.8 +/- 48.9,2055.2 +/- 98.8,-1.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_G99E_None_cluster0.pdb
MyoHead_60_G99E_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386508-MyoHead_60_G99E_None,1,1,-93.6 +/- 2.3,47,10.7 +/- 0.1,-88.0 +/- 3.9,-339.0 +/- 12.7,28.4 +/- 1.2,337.3 +/- 21.8,2202.5 +/- 42.5,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_G99E_None_cluster1.pdb
MyoHead_60_G99E_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386508-MyoHead_60_G99E_None,3,2,-89.7 +/- 4.9,16,5.0 +/- 0.1,-79.9 +/- 2.3,-315.6 +/- 53.2,24.2 +/- 1.1,290.6 +/- 81.8,1872.0 +/- 73.9,-0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_G99E_None_cluster2.pdb
MyoHead_60_G99E_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386508-MyoHead_60_G99E_None,12,3,-88.3 +/- 3.4,5,5.1 +/- 0.6,-80.8 +/- 4.4,-283.3 +/- 31.8,24.4 +/- 4.0,248.5 +/- 50.5,1825.7 +/- 90.0,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_G99E_None_cluster3.pdb
MyoHead_60_G99E_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386508-MyoHead_60_G99E_None,9,4,-83.2 +/- 7.9,6,11.1 +/- 0.3,-91.3 +/- 6.7,-272.7 +/- 52.1,30.5 +/- 3.0,321.0 +/- 63.9,2171.3 +/- 85.8,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_G99E_None_cluster4.pdb
MyoHead_60_G99E_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386508-MyoHead_60_G99E_None,5,5,-83.1 +/- 10.5,13,4.9 +/- 0.2,-85.6 +/- 3.0,-265.2 +/- 34.9,20.1 +/- 6.5,354.6 +/- 50.6,2132.9 +/- 52.1,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_G99E_None_cluster5.pdb
MyoHead_60_T116G_G99D,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386509-MyoHead_60_T116G_G99D,2,0,-107.4 +/- 6.6,37,0.8 +/- 0.6,-91.4 +/- 5.2,-309.2 +/- 12.2,22.0 +/- 4.1,238.2 +/- 51.3,2097.2 +/- 78.6,-1.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_G99D_cluster0.pdb
MyoHead_60_T116G_G99D,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386509-MyoHead_60_T116G_G99D,1,1,-98.5 +/- 5.9,52,8.7 +/- 0.1,-81.8 +/- 4.5,-326.9 +/- 17.4,27.2 +/- 2.3,215.0 +/- 60.6,2075.0 +/- 58.2,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_G99D_cluster1.pdb
MyoHead_60_T116G_G99D,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386509-MyoHead_60_T116G_G99D,5,2,-96.3 +/- 3.4,15,7.4 +/- 0.5,-81.3 +/- 4.3,-285.1 +/- 11.9,21.3 +/- 4.0,206.5 +/- 2.9,1986.2 +/- 54.2,-0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_G99D_cluster2.pdb
MyoHead_60_T116G_G99D,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386509-MyoHead_60_T116G_G99D,3,3,-80.6 +/- 4.1,26,8.0 +/- 0.1,-71.7 +/- 8.3,-309.5 +/- 22.5,27.9 +/- 4.4,251.2 +/- 90.0,1675.0 +/- 66.8,0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_G99D_cluster3.pdb
MyoHead_60_T116G_G99D,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386509-MyoHead_60_T116G_G99D,4,4,-80.5 +/- 7.4,19,4.2 +/- 0.2,-69.0 +/- 6.4,-331.1 +/- 21.6,26.9 +/- 4.0,278.5 +/- 90.6,1803.3 +/- 174.6,0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_G99D_cluster4.pdb
MyoHead_60_T116G_G99D,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386509-MyoHead_60_T116G_G99D,6,5,-79.4 +/- 9.6,7,4.6 +/- 0.2,-75.3 +/- 4.2,-220.0 +/- 42.6,24.0 +/- 2.0,159.2 +/- 35.6,2011.7 +/- 102.7,0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_G99D_cluster5.pdb
MyoHead_60_L113A_V117Y,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386510-MyoHead_60_L113A_V117Y,3,0,-106.8 +/- 2.6,21,0.7 +/- 0.2,-96.8 +/- 5.5,-216.3 +/- 17.1,18.3 +/- 4.9,149.9 +/- 1.8,2311.7 +/- 59.5,-1.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L113A_V117Y_cluster0.pdb
MyoHead_60_L113A_V117Y,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386510-MyoHead_60_L113A_V117Y,1,1,-102.9 +/- 4.1,45,6.9 +/- 0.3,-95.4 +/- 6.9,-210.3 +/- 25.3,10.1 +/- 2.6,245.0 +/- 25.2,2238.1 +/- 119.2,-1.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L113A_V117Y_cluster1.pdb
MyoHead_60_L113A_V117Y,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386510-MyoHead_60_L113A_V117Y,2,2,-102.9 +/- 8.0,25,9.9 +/- 0.1,-89.3 +/- 3.4,-196.0 +/- 26.4,14.0 +/- 3.5,115.6 +/- 20.6,2081.5 +/- 59.2,-1.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L113A_V117Y_cluster2.pdb
MyoHead_60_L113A_V117Y,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386510-MyoHead_60_L113A_V117Y,13,3,-86.4 +/- 3.0,4,9.2 +/- 0.2,-70.8 +/- 3.8,-255.2 +/- 33.9,18.0 +/- 1.7,173.9 +/- 19.8,1801.6 +/- 58.1,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L113A_V117Y_cluster3.pdb
MyoHead_60_L113A_V117Y,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386510-MyoHead_60_L113A_V117Y,4,4,-85.5 +/- 5.5,18,9.1 +/- 0.4,-82.9 +/- 3.9,-175.4 +/- 24.3,10.6 +/- 1.6,219.1 +/- 43.0,1948.0 +/- 86.9,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L113A_V117Y_cluster4.pdb
MyoHead_60_L113A_V117Y,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386510-MyoHead_60_L113A_V117Y,7,5,-83.2 +/- 7.9,7,3.6 +/- 0.4,-79.9 +/- 7.2,-174.2 +/- 17.7,3.1 +/- 2.8,284.6 +/- 70.0,2198.0 +/- 89.5,0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L113A_V117Y_cluster5.pdb
MyoHead_60_V117Y_G99E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386511-MyoHead_60_V117Y_G99E,7,0,-125.0 +/- 12.3,8,0.5 +/- 0.3,-104.8 +/- 9.8,-360.6 +/- 59.1,15.5 +/- 3.0,364.6 +/- 55.5,2796.0 +/- 166.5,-2.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_V117Y_G99E_cluster0.pdb
MyoHead_60_V117Y_G99E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386511-MyoHead_60_V117Y_G99E,6,1,-99.1 +/- 16.5,10,6.4 +/- 0.2,-77.2 +/- 9.2,-423.3 +/- 58.8,40.7 +/- 3.7,220.8 +/- 77.4,2202.1 +/- 166.7,-0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_V117Y_G99E_cluster1.pdb
MyoHead_60_V117Y_G99E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386511-MyoHead_60_V117Y_G99E,3,2,-95.7 +/- 3.3,21,7.9 +/- 0.1,-74.5 +/- 7.6,-390.3 +/- 35.7,18.6 +/- 2.8,382.2 +/- 26.7,2026.5 +/- 154.1,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_V117Y_G99E_cluster2.pdb
MyoHead_60_V117Y_G99E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386511-MyoHead_60_V117Y_G99E,2,3,-88.2 +/- 7.0,26,10.6 +/- 0.2,-80.3 +/- 4.5,-318.4 +/- 35.3,23.9 +/- 5.2,318.8 +/- 25.9,2066.9 +/- 140.7,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_V117Y_G99E_cluster3.pdb
MyoHead_60_V117Y_G99E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386511-MyoHead_60_V117Y_G99E,11,4,-85.9 +/- 14.5,5,10.3 +/- 0.1,-75.9 +/- 8.5,-315.6 +/- 35.5,30.7 +/- 1.5,225.1 +/- 41.4,1893.4 +/- 94.2,-0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_V117Y_G99E_cluster4.pdb
