,Word,Frequency,POS
8656,striving,8,Noun
8657,julie,8,Noun
8658,lullaby,8,Noun
8659,subscription,8,Noun
8660,stag,8,Noun
8661,glen,8,Noun
8662,heroine,8,Noun
8663,tireless,8,Noun
8664,contribute,8,Noun
8665,celebrity,8,Noun
8666,broadcasting,8,Noun
8667,assimilation,8,Noun
8668,flair,8,Noun
8669,shuddering,8,Noun
8670,gravitation,8,Noun
8671,trapping,8,Noun
8672,gaudy,8,Noun
8673,ado,8,Noun
8674,claudio,8,Noun
8675,planting,8,Noun
8676,demure,8,Noun
8677,calorie,8,Noun
8678,spoilage,8,Noun
8679,crystalline,8,Noun
8680,occurs,8,Noun
8681,correspond,8,Noun
8682,underworld,8,Noun
8683,vicar,8,Noun
8684,convulsion,8,Noun
8685,bravery,8,Noun
8686,chasm,8,Noun
8687,reverent,8,Noun
8688,genesis,8,Noun
8689,reveals,8,Noun
8690,despotism,8,Noun
8691,interrelation,8,Noun
8692,prominence,8,Noun
8693,specific,8,Noun
8694,sponge,8,Noun
8695,physicist,8,Noun
8696,merge,8,Noun
8697,whitman,8,Noun
8698,younger,8,Noun
8699,constraint,8,Noun
8700,mahayana,8,Noun
8701,idolatry,8,Noun
8702,proponent,8,Noun
8703,handicap,8,Noun
8704,thornburg,8,Noun
8705,bodybuilder,8,Noun
8706,affords,8,Noun
8707,squat,8,Noun
8708,ventilation,8,Noun
8709,pear,8,Noun
8710,bartlett,8,Noun
8711,grocer,8,Noun
8712,propulsion,8,Noun
8713,reverberation,8,Noun
8714,purchaser,8,Noun
8715,provide,8,Noun
8716,nomenclature,8,Noun
8717,depends,8,Noun
8718,consist,8,Noun
8719,compression,8,Noun
8720,herring,8,Noun
8721,mite,8,Noun
8722,shooter,8,Noun
8723,flurry,8,Noun
8724,redwood,8,Noun
8725,strewn,8,Noun
8726,panther,8,Noun
8727,trademark,8,Noun
8728,dell,8,Noun
8729,bazaar,8,Noun
8730,sultan,8,Noun
8731,obelisk,8,Noun
8732,divan,8,Noun
8733,mug,8,Noun
8734,teaspoon,8,Noun
8735,shaker,8,Noun
8736,glue,8,Noun
8737,fastening,8,Noun
8738,spindle,8,Noun
8739,portsmouth,8,Noun
8740,lawsuit,8,Noun
8741,progression,8,Noun
8742,somersault,8,Noun
8743,bacteria,8,Noun
8744,copenhagen,8,Noun
8745,fuse,8,Noun
8746,bloat,8,Noun
8747,intensification,8,Noun
8748,molding,8,Noun
8749,migration,8,Noun
8750,ft.,8,Noun
8751,stairway,8,Noun
8752,peanut,8,Noun
8753,fluttering,8,Noun
8754,beacon,8,Noun
8755,placid,8,Noun
8756,nutrition,8,Noun
8757,knack,8,Noun
8758,huxley,8,Noun
8759,premature,8,Noun
8760,heedless,8,Noun
8761,tradesman,8,Noun
8762,harrington,8,Noun
8763,rheumatism,8,Noun
8764,knob,8,Noun
8765,fang,8,Noun
8766,sucking,8,Noun
8767,memoir,8,Noun
8768,propagation,8,Noun
8769,iceland,8,Noun
8770,sioux,8,Noun
8771,creep,8,Noun
8772,com,8,Noun
8773,drunken,8,Noun
8774,illiterate,8,Noun
8775,gambling,8,Noun
8776,amity,8,Noun
8777,abreast,8,Noun
8778,bicycle,8,Noun
8779,lethargy,8,Noun
8780,blend,8,Noun
8781,lard,8,Noun
8782,swelling,8,Noun
8783,dram,8,Noun
8784,methuselah,8,Noun
8785,dreg,8,Noun
8786,thereby,8,Noun
8787,gilt,8,Noun
8788,ravine,8,Noun
8789,stepmother,8,Noun
8790,alibi,8,Noun
8791,spelman,8,Noun
8792,bequest,8,Noun
8793,rhetoric,8,Noun
8794,cosmetic,8,Noun
8795,brazil,8,Noun
8796,lieu,8,Noun
8797,kearton,8,Noun
8798,rover,8,Noun
8799,bela,8,Noun
8800,clamor,8,Noun
8801,adjunct,8,Noun
8802,dei,8,Noun
8803,habitant,8,Noun
8804,terminus,8,Noun
8805,tuition,8,Noun
8806,gallant,8,Noun
8807,arabian,8,Noun
8808,wisman,8,Noun
8809,pitiless,8,Noun
8810,urbanization,8,Noun
8811,tossing,8,Noun
8812,pollock,8,Noun
8813,ptolemaic,8,Noun
8814,cheat,8,Noun
8815,smallness,8,Noun
8816,thud,8,Noun
8817,artifice,8,Noun
8818,bringing,8,Noun
8819,cyclist,8,Noun
8820,impotent,8,Noun
8821,aristotle,8,Noun
8822,poetics,8,Noun
8823,childe,8,Noun
8824,parthenon,8,Noun
8825,falcon,8,Noun
8826,monitoring,8,Noun
8827,receiving,8,Noun
8828,mindful,8,Noun
8829,steal,8,Noun
8830,crafty,8,Noun
8831,pedigree,8,Noun
8832,antecedent,8,Noun
8833,epicycle,8,Noun
8834,infinity,8,Noun
8835,absurd,8,Noun
8836,semblance,8,Noun
8837,overcoat,8,Noun
8838,affront,8,Noun
8839,cossack,8,Noun
8840,catherine,8,Noun
8841,respite,8,Noun
8842,noisy,8,Noun
8843,hansom,8,Noun
8844,rhine,8,Noun
8845,thoughtfulness,8,Noun
8846,gallop,8,Noun
8847,annals,8,Noun
8848,crept,8,Noun
8849,oddity,8,Noun
8850,kneeling,8,Noun
8851,dispensation,8,Noun
8852,executor,8,Noun
8853,arbiter,8,Noun
8854,meltzer,8,Noun
8855,fosdick,8,Noun
8856,fille,8,Noun
8857,alp,8,Noun
8858,wager,8,Noun
8859,bailiff,8,Noun
8860,combe,8,Noun
8861,sierra,8,Noun
8862,rationalist,8,Noun
8863,soot,8,Noun
8864,choose,8,Noun
8865,hovel,8,Noun
8866,eligibility,8,Noun
8867,filing,8,Noun
8868,mailing,8,Noun
8869,homestead,8,Noun
8870,authorization,8,Noun
8871,diaphragm,8,Noun
8872,plasma,8,Noun
8873,rankin,8,Noun
8874,saturn,8,Noun
8875,**yc,8,Noun
8876,active,8,Noun
8877,hard-surface,8,Noun
8878,polymerization,8,Noun
8879,interface,8,Noun
8880,micrometeorite,8,Noun
8881,alpha,8,Noun
8882,dosage,8,Noun
8883,portal,8,Noun
8884,chromatography,8,Noun
8885,agglutinin,8,Noun
8886,titer,8,Noun
8887,snug,8,Noun
8888,andrena,8,Noun
8889,subspace,8,Noun
8890,commute,8,Noun
8891,cube,8,Noun
8892,shocking,8,Noun
8893,condescension,8,Noun
8894,alertness,8,Noun
8895,smart,8,Noun
8896,tracing,8,Noun
8897,vase,8,Noun
8898,pedro,8,Noun
8899,householder,8,Noun
8900,motley,8,Noun
8901,boris,8,Noun
8902,autocoder,8,Noun
8903,accelerator,8,Noun
8904,rupture,8,Noun
8905,buoyancy,8,Noun
8906,urethane,8,Noun
8907,offing,8,Noun
8908,okay,8,Noun
8909,prevot,8,Noun
8910,trig,8,Noun
8911,pantomime,8,Noun
8912,ferocity,8,Noun
8913,turban,8,Noun
8914,jed,8,Noun
8915,cheerful,8,Noun
8916,gush,8,Noun
8917,snuffer,8,Noun
8918,lashing,8,Noun
8919,valet,8,Noun
8920,kayabashi,8,Noun
8921,tableau,8,Noun
8922,shy,8,Noun
8923,languid,8,Noun
8924,beech,8,Noun
8925,pastern,8,Noun
8926,zenith,8,Noun
8927,hallway,8,Noun
8928,oblivion,8,Noun
8929,loft,8,Noun
8930,revery,8,Noun
8931,shuffling,8,Noun
8932,timidity,8,Noun
8933,dryly,8,Noun
8934,lucien,8,Noun
8935,rafter,8,Noun
8936,dusky,8,Noun
8937,waving,8,Noun
8938,hohlbein,8,Noun
8939,docherty,8,Noun
8940,beauclerk,8,Noun
8941,coxcomb,8,Noun
8942,jubal,8,Noun
8943,stallion,8,Noun
8944,quirt,8,Noun
8945,macklin,8,Noun
8946,hap,8,Noun
8947,staring,8,Noun
8948,harrow,8,Noun
8949,giggle,8,Noun
8950,roebuck,8,Noun
8951,rivulet,8,Noun
8952,squaw,8,Noun
8953,tame,8,Noun
8954,schaffner,8,Noun
8955,landau,8,Noun
8956,boxcar,8,Noun
8957,brig,8,Noun
8958,begotten,8,Noun
8959,radiant,8,Noun
8960,worn,8,Noun
8961,glancing,8,Noun
8962,elec,8,Noun
8963,uttermost,8,Noun
8964,fudo,8,Noun
8965,adamant,8,Noun
8966,sulk,8,Noun
8967,pegboard,8,Noun
8968,crombie,8,Noun
8969,fireside,8,Noun
8970,michaelmas,8,Noun
8971,remonstrance,8,Noun
8972,"!""--",8,Noun
8973,promptitude,8,Noun
8974,undone,8,Noun
8975,propensity,8,Noun
8976,rivet,8,Noun
8977,admire,8,Noun
8978,overcome,8,Noun
8979,monkford,8,Noun
8980,nosegay,8,Noun
8981,laconia,8,Noun
8982,shyness,8,Noun
8983,apace,8,Noun
8984,obstinacy,8,Noun
8985,whomsoever,8,Noun
8986,allenham,8,Noun
8987,perverseness,8,Noun
8988,mulberry,8,Noun
8989,vouchsafed,8,Noun
8990,selfsame,8,Noun
8991,meshech,8,Noun
8992,herdmen,8,Noun
8993,zoar,8,Noun
8994,kenites,8,Noun
8995,bethuel,8,Noun
8996,maachah,8,Noun
8997,intreat,8,Noun
8998,ephron,8,Noun
8999,betwixt,8,Noun
9000,swear,8,Noun
9001,deceiver,8,Noun
9002,bilhah,8,Noun
9003,zibeon,8,Noun
9004,reuel,8,Noun
9005,jeush,8,Noun
9006,bozrah,8,Noun
9007,shelah,8,Noun
9008,carmi,8,Noun
9009,lawgiver,8,Noun
9010,rigour,8,Noun
9011,midian,8,Noun
9012,izhar,8,Noun
9013,mushi,8,Noun
9014,fourscore,8,Noun
9015,sorcerer,8,Noun
9016,thunderings,8,Noun
9017,eateth,8,Noun
9018,redeem,8,Noun
9019,prophetess,8,Noun
9020,hewn,8,Noun
9021,needlework,8,Noun
9022,ouches,8,Noun
9023,purifying,8,Noun
9024,scab,8,Noun
9025,zin,8,Noun
9026,dathan,8,Noun
9027,dibon,8,Noun
9028,edrei,8,Noun
9029,zimri,8,Noun
9030,hepher,8,Noun
9031,naaman,8,Noun
9032,kadeshbarnea,8,Noun
9033,bedstead,8,Noun
9034,mesopotamia,8,Noun
9035,emerods,8,Noun
9036,ziph,8,Noun
9037,mareshah,8,Noun
9038,outgoings,8,Noun
9039,benjamite,8,Noun
9040,barak,8,Noun
9041,oreb,8,Noun
9042,gileadite,8,Noun
9043,elihu,8,Noun
9044,kish,8,Noun
9045,walketh,8,Noun
9046,ahimelech,8,Noun
9047,gilboa,8,Noun
9048,leaping,8,Noun
9049,reigneth,8,Noun
9050,hushai,8,Noun
9051,cushi,8,Noun
9052,bichri,8,Noun
9053,shunammite,8,Noun
9054,ramothgilead,8,Noun
9055,calleth,8,Noun
9056,hanani,8,Noun
9057,jezreelite,8,Noun
9058,gehazi,8,Noun
9059,jerahmeel,8,Noun
9060,shephatiah,8,Noun
9061,berechiah,8,Noun
9062,eliashib,8,Noun
9063,akkub,8,Noun
9064,jahath,8,Noun
9065,jozabad,8,Noun
9066,kindred,8,Noun
9067,abijah,8,Noun
9068,kadmiel,8,Noun
9069,artaxerxes,8,Noun
9070,adar,8,Noun
9071,delighteth,8,Noun
9072,feasting,8,Noun
9073,kedar,8,Noun
9074,loveth,8,Noun
9075,vomit,8,Noun
9076,languisheth,8,Noun
9077,confound,8,Noun
9078,neriah,8,Noun
9079,chebar,8,Noun
9080,belshazzar,8,Noun
9081,offend,8,Noun
9082,gnashing,8,Noun
9083,bartholomew,8,Noun
9084,iscariot,8,Noun
9085,beelzebub,8,Noun
9086,hosanna,8,Noun
9087,bethany,8,Noun
9088,crete,8,Noun
9089,cilicia,8,Noun
9090,blasphemer,8,Noun
9091,ringleader,8,Noun
9092,obedient,8,Noun
9093,clasp,8,Noun
9094,sunbeam,8,Noun
9095,frode,8,Noun
9096,reddy,8,Noun
9097,cauldron,8,Noun
9098,mallet,8,Noun
9099,gruffly,8,Noun
9100,plumage,8,Noun
9101,""",",8,Noun
9102,goblin,8,Noun
9103,semicircle,8,Noun
9104,camille,8,Noun
9105,quire,8,Noun
9106,quayle,8,Noun
9107,gendarme,8,Noun
9108,warder,8,Noun
9109,eyre,8,Noun
9110,glimmering,8,Noun
9111,drooping,8,Noun
9112,entrails,8,Noun
9113,festoon,8,Noun
9114,schoolmistress,8,Noun
9115,bog,8,Noun
9116,packthread,8,Noun
9117,sevenpence,8,Noun
9118,cowslip,8,Noun
9119,mac,8,Noun
9120,fie,8,Noun
9121,finsb,8,Noun
9122,confectioner,8,Noun
9123,epaulette,8,Noun
9124,poi,8,Noun
9125,camillo,8,Noun
9126,greco,8,Noun
9127,cuvier,8,Noun
9128,ahoy,8,Noun
9129,bulkington,8,Noun
9130,brawny,8,Noun
9131,andes,8,Noun
9132,scud,8,Noun
9133,glade,8,Noun
9134,taffrail,8,Noun
9135,wont,8,Noun
9136,mainmast,8,Noun
9137,canallers,8,Noun
9138,bowsman,8,Noun
9139,spiracle,8,Noun
9140,sooth,8,Noun
9141,dire,8,Noun
9142,angelick,8,Noun
9143,scull,8,Noun
9144,tragedie,8,Noun
9145,warre,8,Noun
9146,mindes,8,Noun
9147,fooles,8,Noun
9148,cymber,8,Noun
9149,giues,8,Noun
9150,dreame,8,Noun
9151,braines,8,Noun
9152,sicke,8,Noun
9153,ligarius,8,Noun
9154,gowne,8,Noun
9155,haile,8,Noun
9156,heeles,8,Noun
9157,royall,8,Noun
9158,ple,8,Noun
9159,lucillius,8,Noun
9160,strato,8,Noun
9161,volumnius,8,Noun
9162,marcellus,8,Noun
9163,gho,8,Noun
9164,poyson,8,Noun
9165,ment,8,Noun
9166,feares,8,Noun
9167,clank,8,Noun
9168,camerado,8,Noun
9169,onward,8,Noun
9170,surveillance,7,Noun
9171,pricing,7,Noun
9172,issuance,7,Noun
9173,option,7,Noun
9174,meager,7,Noun
9175,appointee,7,Noun
9176,chapman,7,Noun
9177,regent,7,Noun
9178,karns,7,Noun
9179,tex.,7,Noun
9180,harsh,7,Noun
9181,relaxation,7,Noun
9182,locomotive,7,Noun
9183,cease-fire,7,Noun
9184,delinquency,7,Noun
9185,setup,7,Noun
9186,martinelli,7,Noun
9187,pretense,7,Noun
9188,motorist,7,Noun
9189,plowing,7,Noun
9190,suffrage,7,Noun
9191,buckley,7,Noun
9192,locale,7,Noun
9193,indonesia,7,Noun
9194,y.,7,Noun
9195,viewing,7,Noun
9196,la.,7,Noun
9197,inconsistency,7,Noun
9198,hemphill,7,Noun
9199,dissension,7,Noun
9200,coup,7,Noun
9201,deadline,7,Noun
9202,breakthrough,7,Noun
9203,eighth,7,Noun
9204,sullivan,7,Noun
9205,clipper,7,Noun
9206,dunn,7,Noun
9207,ramp,7,Noun
9208,fresh,7,Noun
9209,grimm,7,Noun
9210,tech,7,Noun
9211,infield,7,Noun
9212,pastime,7,Noun
9213,troy,7,Noun
9214,columnist,7,Noun
9215,golfer,7,Noun
9216,fairway,7,Noun
9217,flu,7,Noun
9218,recession,7,Noun
9219,wendell,7,Noun
9220,beadle,7,Noun
9221,acclaim,7,Noun
9222,pakistan,7,Noun
9223,affaire,7,Noun
9224,towne,7,Noun
9225,injection,7,Noun
9226,decent,7,Noun
9227,va.,7,Noun
9228,norman,7,Noun
9229,assist,7,Noun
9230,ethel,7,Noun
9231,newman,7,Noun
9232,assailant,7,Noun
9233,ambulance,7,Noun
9234,jurist,7,Noun
9235,simpkins,7,Noun
9236,underwater,7,Noun
9237,turbine,7,Noun
9238,narcotic,7,Noun
9239,teller,7,Noun
9240,pulling,7,Noun
9241,evanston,7,Noun
9242,arrears,7,Noun
9243,township,7,Noun
9244,pall,7,Noun
9245,mall,7,Noun
9246,vientiane,7,Noun
9247,havana,7,Noun
9248,makeshift,7,Noun
9249,siberia,7,Noun
9250,endowment,7,Noun
9251,disability,7,Noun
9252,pest,7,Noun
9253,turner,7,Noun
9254,venom,7,Noun
9255,entertainer,7,Noun
9256,teenager,7,Noun
9257,quota,7,Noun
9258,alternate,7,Noun
9259,princeton,7,Noun
9260,blueberry,7,Noun
9261,leo,7,Noun
9262,syndicate,7,Noun
9263,lint,7,Noun
9264,cluck,7,Noun
9265,pessimism,7,Noun
9266,entirety,7,Noun
9267,imposition,7,Noun
9268,portrayal,7,Noun
9269,truman,7,Noun
9270,sprinkle,7,Noun
9271,outdoors,7,Noun
9272,oliver,7,Noun
9273,yeast,7,Noun
9274,browning,7,Noun
9275,listing,7,Noun
9276,judy,7,Noun
9277,fixture,7,Noun
9278,caper,7,Noun
9279,redhead,7,Noun
9280,kirov,7,Noun
9281,immorality,7,Noun
9282,doorman,7,Noun
9283,lemonade,7,Noun
9284,alexandria,7,Noun
9285,denunciation,7,Noun
9286,toughness,7,Noun
9287,pressing,7,Noun
9288,boycott,7,Noun
9289,competent,7,Noun
9290,airline,7,Noun
9291,best,7,Noun
9292,horde,7,Noun
9293,bogey,7,Noun
9294,settling,7,Noun
9295,deeply,7,Noun
9296,pearson,7,Noun
9297,epicure,7,Noun
9298,stance,7,Noun
9299,eccentricity,7,Noun
9300,ardor,7,Noun
9301,physiology,7,Noun
9302,researcher,7,Noun
9303,gunman,7,Noun
9304,tshombe,7,Noun
9305,vague,7,Noun
9306,hostage,7,Noun
9307,stew,7,Noun
9308,menu,7,Noun
9309,founding,7,Noun
9310,repeal,7,Noun
9311,newspaperman,7,Noun
9312,trujillo,7,Noun
9313,benefactor,7,Noun
9314,repression,7,Noun
9315,grassland,7,Noun
9316,regular,7,Noun
9317,expediency,7,Noun
9318,mandate,7,Noun
9319,telegrapher,7,Noun
9320,joiner,7,Noun
9321,developer,7,Noun
9322,grower,7,Noun
9323,fearful,7,Noun
9324,shoreline,7,Noun
9325,sedition,7,Noun
9326,inaction,7,Noun
9327,borough,7,Noun
9328,versa,7,Noun
9329,starting,7,Noun
9330,considers,7,Noun
9331,glitter,7,Noun
9332,broadening,7,Noun
9333,nostalgia,7,Noun
9334,cohesion,7,Noun
9335,perusal,7,Noun
9336,matthew,7,Noun
9337,cadence,7,Noun
9338,novice,7,Noun
9339,tan,7,Noun
9340,pore,7,Noun
9341,sculptor,7,Noun
9342,album,7,Noun
9343,aroma,7,Noun
9344,spectre,7,Noun
9345,inception,7,Noun
9346,packaging,7,Noun
9347,self-determination,7,Noun
9348,immunity,7,Noun
9349,apathy,7,Noun
9350,schuylkill,7,Noun
9351,contestant,7,Noun
9352,lenin,7,Noun
9353,pessimist,7,Noun
9354,omnipotence,7,Noun
9355,liberation,7,Noun
9356,mao,7,Noun
9357,despot,7,Noun
9358,clan,7,Noun
9359,scarcity,7,Noun
9360,prevailing,7,Noun
9361,sesame,7,Noun
9362,continuum,7,Noun
9363,lithe,7,Noun
9364,drowsy,7,Noun
9365,obsession,7,Noun
9366,minuteman,7,Noun
9367,european,7,Noun
9368,induction,7,Noun
9369,mccarthy,7,Noun
9370,trimming,7,Noun
9371,lucia,7,Noun
9372,smack,7,Noun
9373,hygiene,7,Noun
9374,bounce,7,Noun
9375,frolic,7,Noun
9376,mermaid,7,Noun
9377,truer,7,Noun
9378,concluding,7,Noun
9379,sham,7,Noun
9380,unrest,7,Noun
9381,beethoven,7,Noun
9382,brevity,7,Noun
9383,odd,7,Noun
9384,baritone,7,Noun
9385,cleverness,7,Noun
9386,ferguson,7,Noun
9387,bother,7,Noun
9388,menacing,7,Noun
9389,rodgers,7,Noun
9390,spruce,7,Noun
9391,invalid,7,Noun
9392,solidity,7,Noun
9393,herr,7,Noun
9394,jargon,7,Noun
9395,happening,7,Noun
9396,chuckle,7,Noun
9397,prowess,7,Noun
9398,connoisseur,7,Noun
9399,stravinsky,7,Noun
9400,platter,7,Noun
9401,below,7,Noun
9402,rye,7,Noun
9403,urn,7,Noun
9404,clerfayt,7,Noun
9405,precise,7,Noun
9406,mystic,7,Noun
9407,prune,7,Noun
9408,capsule,7,Noun
9409,rumble,7,Noun
9410,hamper,7,Noun
9411,cipher,7,Noun
9412,corinthian,7,Noun
9413,cornwall,7,Noun
9414,bonfire,7,Noun
9415,oratory,7,Noun
9416,receives,7,Noun
9417,apostate,7,Noun
9418,contagion,7,Noun
9419,libertine,7,Noun
9420,shivering,7,Noun
9421,frivolity,7,Noun
9422,dynasty,7,Noun
9423,proscription,7,Noun
9424,yin,7,Noun
9425,wayside,7,Noun
9426,invite,7,Noun
9427,paradigm,7,Noun
9428,ceylon,7,Noun
9429,chunk,7,Noun
9430,blizzard,7,Noun
9431,alabaster,7,Noun
9432,initiation,7,Noun
9433,alleviation,7,Noun
9434,pantheon,7,Noun
9435,credulity,7,Noun
9436,spit,7,Noun
9437,guidepost,7,Noun
9438,phosphate,7,Noun
9439,merciless,7,Noun
9440,vulnerability,7,Noun
9441,icbm,7,Noun
9442,titan,7,Noun
9443,photography,7,Noun
9444,schnabel,7,Noun
9445,curzon,7,Noun
9446,pacing,7,Noun
9447,interlocking,7,Noun
9448,tight,7,Noun
9449,multiplication,7,Noun
9450,rpm,7,Noun
9451,adios,7,Noun
9452,hi,7,Noun
9453,tallyho,7,Noun
9454,cruz,7,Noun
9455,tripod,7,Noun
9456,derby,7,Noun
9457,ottoman,7,Noun
9458,seaside,7,Noun
9459,firing,7,Noun
9460,stronghold,7,Noun
9461,planking,7,Noun
9462,flooring,7,Noun
9463,duct,7,Noun
9464,mildew,7,Noun
9465,thermostat,7,Noun
9466,btu,7,Noun
9467,camping,7,Noun
9468,encroachment,7,Noun
9469,topography,7,Noun
9470,epoch,7,Noun
9471,spontaneity,7,Noun
9472,microscopic,7,Noun
9473,ultraviolet,7,Noun
9474,surveyor,7,Noun
9475,diarrhea,7,Noun
9476,incidence,7,Noun
9477,nicety,7,Noun
9478,accreditation,7,Noun
9479,hike,7,Noun
9480,supplier,7,Noun
9481,polyester,7,Noun
9482,styrene,7,Noun
9483,crag,7,Noun
9484,anthropology,7,Noun
9485,fade,7,Noun
9486,disinclination,7,Noun
9487,vecchio,7,Noun
9488,flashlight,7,Noun
9489,immensity,7,Noun
9490,beet,7,Noun
9491,prostrate,7,Noun
9492,housework,7,Noun
9493,dejection,7,Noun
9494,resultant,7,Noun
9495,stopping,7,Noun
9496,orgasm,7,Noun
9497,counselor,7,Noun
9498,marketplace,7,Noun
9499,revel,7,Noun
9500,discreet,7,Noun
9501,faster,7,Noun
9502,farming,7,Noun
9503,ruffian,7,Noun
9504,slowness,7,Noun
9505,propagandist,7,Noun
9506,capone,7,Noun
9507,alderman,7,Noun
9508,arizona,7,Noun
9509,restlessness,7,Noun
9510,co,7,Noun
9511,custer,7,Noun
9512,martini,7,Noun
9513,backwoods,7,Noun
9514,plunging,7,Noun
9515,gunfire,7,Noun
9516,highness,7,Noun
9517,notebook,7,Noun
9518,halfway,7,Noun
9519,wisp,7,Noun
9520,itch,7,Noun
9521,aeration,7,Noun
9522,ivy,7,Noun
9523,bait,7,Noun
9524,winslow,7,Noun
9525,inequality,7,Noun
9526,spicy,7,Noun
9527,together,7,Noun
9528,byword,7,Noun
9529,lioness,7,Noun
9530,rhinoceros,7,Noun
9531,deficient,7,Noun
9532,failing,7,Noun
9533,erikson,7,Noun
9534,disregard,7,Noun
9535,withholding,7,Noun
9536,colonnade,7,Noun
9537,corso,7,Noun
9538,ganges,7,Noun
9539,recruitment,7,Noun
9540,perier,7,Noun
9541,rooney,7,Noun
9542,crocodile,7,Noun
9543,kyoto,7,Noun
9544,complicity,7,Noun
9545,reactionary,7,Noun
9546,zur,7,Noun
9547,alcove,7,Noun
9548,alphabet,7,Noun
9549,frankfurt,7,Noun
9550,circular,7,Noun
9551,inflection,7,Noun
9552,dylan,7,Noun
9553,negation,7,Noun
9554,drone,7,Noun
9555,cur,7,Noun
9556,blithe,7,Noun
9557,heidenstam,7,Noun
9558,palestine,7,Noun
9559,entrepreneur,7,Noun
9560,diffraction,7,Noun
9561,activation,7,Noun
9562,incest,7,Noun
9563,lyford,7,Noun
9564,nicholas,7,Noun
9565,mustache,7,Noun
9566,doubtful,7,Noun
9567,destroyed,7,Noun
9568,molesworth,7,Noun
9569,aptitude,7,Noun
9570,whiting,7,Noun
9571,condolence,7,Noun
9572,fanaticism,7,Noun
9573,maximization,7,Noun
9574,triviality,7,Noun
9575,trevelyan,7,Noun
9576,strasbourg,7,Noun
9577,bravo,7,Noun
9578,incongruity,7,Noun
9579,katie,7,Noun
9580,once,7,Noun
9581,protestation,7,Noun
9582,diction,7,Noun
9583,bum,7,Noun
9584,fe,7,Noun
9585,levity,7,Noun
9586,restitution,7,Noun
9587,apt,7,Noun
9588,circumspection,7,Noun
9589,veracity,7,Noun
9590,voltaire,7,Noun
9591,blake,7,Noun
9592,sturley,7,Noun
9593,peru,7,Noun
9594,dante,7,Noun
9595,browne,7,Noun
9596,commanding,7,Noun
9597,bosis,7,Noun
9598,directory,7,Noun
9599,stretching,7,Noun
9600,audit,7,Noun
9601,copyright,7,Noun
9602,assay,7,Noun
9603,calibration,7,Noun
9604,foreknowledge,7,Noun
9605,germanium,7,Noun
9606,duly,7,Noun
9607,yugoslav,7,Noun
9608,christiana,7,Noun
9609,vegetation,7,Noun
9610,preceding,7,Noun
9611,naught,7,Noun
9612,beale,7,Noun
9613,drake,7,Noun
9614,argon,7,Noun
9615,berkeley,7,Noun
9616,respiration,7,Noun
9617,bronchus,7,Noun
9618,hr,7,Noun
9619,beebread,7,Noun
9620,constrictor,7,Noun
9621,boa,7,Noun
9622,septum,7,Noun
9623,anastomosis,7,Noun
9624,thyroxine,7,Noun
9625,solvent,7,Noun
9626,mg,7,Noun
9627,dilution,7,Noun
9628,cortex,7,Noun
9629,divide,7,Noun
9630,c-plane,7,Noun
9631,regression,7,Noun
9632,subgroup,7,Noun
9633,ruanda-urundi,7,Noun
9634,punctuality,7,Noun
9635,abruptness,7,Noun
9636,lookup,7,Noun
9637,modifier,7,Noun
9638,orthography,7,Noun
9639,yokuts,7,Noun
9640,swadesh,7,Noun
9641,engage,7,Noun
9642,taskmaster,7,Noun
9643,vermejo,7,Noun
9644,whereabouts,7,Noun
9645,tore,7,Noun
9646,dorset,7,Noun
9647,pluck,7,Noun
9648,flatness,7,Noun
9649,costaggini,7,Noun
9650,tolstoy,7,Noun
9651,pimen,7,Noun
9652,grim,7,Noun
9653,thrush,7,Noun
9654,greed,7,Noun
9655,handcuff,7,Noun
9656,compiler,7,Noun
9657,protozoa,7,Noun
9658,polyether,7,Noun
9659,seward,7,Noun
9660,bolster,7,Noun
9661,hairy,7,Noun
9662,shaven,7,Noun
9663,greatcoat,7,Noun
9664,yeah,7,Noun
9665,skipper,7,Noun
9666,gazing,7,Noun
9667,aloe,7,Noun
9668,moccasin,7,Noun
9669,admit,7,Noun
9670,trump,7,Noun
9671,contrition,7,Noun
9672,wishing,7,Noun
9673,sighing,7,Noun
9674,reveller,7,Noun
9675,beep,7,Noun
9676,piercing,7,Noun
9677,perrin,7,Noun
9678,senseless,7,Noun
9679,humming,7,Noun
9680,sobriety,7,Noun
9681,dwarf,7,Noun
9682,whiff,7,Noun
9683,cant,7,Noun
9684,paxton,7,Noun
9685,holden,7,Noun
9686,willing,7,Noun
9687,tartar,7,Noun
9688,gapt,7,Noun
9689,dipper,7,Noun
9690,rump,7,Noun
9691,clout,7,Noun
9692,auntie,7,Noun
9693,todman,7,Noun
9694,donovan,7,Noun
9695,chock,7,Noun
9696,acknowledgement,7,Noun
9697,topmost,7,Noun
9698,cheekbone,7,Noun
9699,rapier,7,Noun
9700,due,7,Noun
9701,womanhood,7,Noun
9702,feathertop,7,Noun
9703,gangway,7,Noun
9704,wow,7,Noun
9705,spinning,7,Noun
9706,heiser,7,Noun
9707,trash,7,Noun
9708,outcry,7,Noun
9709,hanger,7,Noun
9710,sabella,7,Noun
9711,raisin,7,Noun
9712,shiver,7,Noun
9713,plaid,7,Noun
9714,dugout,7,Noun
9715,fray,7,Noun
9716,incredulity,7,Noun
9717,digger,7,Noun
9718,francesca,7,Noun
9719,catatonia,7,Noun
9720,workbench,7,Noun
9721,moonlit,7,Noun
9722,disturb,7,Noun
